Profile_mean,Profile_stdev,Profile_skewness,Profile_kurtosis,DM_mean,DM_stdev,DM_skewness,DM_kurtosis
152.75,54.83839896,-0.326922823,-0.371996532,2.709866221,18.31639258,9.565134469,104.0034427
98.5625,36.69080053,0.416128916,1.959867547,1.611204013,14.58031069,11.22989052,144.9199403
177.828125,60.9415844,-1.439831356,1.096860063,158.388796,72.81690174,-1.081330034,-0.161246075
98.453125,45.09172239,0.359795959,0.077335396,4.859531773,28.98639401,6.1586063,37.56786759
121.0234375,45.94807954,0.311997839,0.220758964,2.526755853,14.28771907,8.427850384,100.9300203
30.0234375,49.39374088,3.42432181,10.495355,131.6187291,79.50319266,-0.352014146,-0.963560506
140.0703125,52.88980047,-0.054403887,-0.280239552,2.944816054,18.1629644,8.117147009,77.45567845
126.203125,54.12635093,-0.06147934,-0.064375798,5.462374582,29.25226611,5.819094678,34.77649247
130.3046875,49.26230154,-0.06187194,0.175515906,1.66638796,11.12515788,12.80539858,239.749794
112.8671875,46.62941854,-0.02313142,0.112400221,3.340301003,24.6568167,7.579057689,57.42812101
111.4375,48.49625469,0.240643716,0.01666932,6.897157191,28.29973277,4.996095901,27.16764102
118.2421875,46.58321621,0.228857675,0.202205928,122.2190635,68.06034975,-1.17732361,-0.451929629
107.03125,42.39120957,0.513810839,1.189648018,1.747491639,15.66720534,11.21318831,140.9562157
119.4921875,47.81033428,0.187404161,-0.258440369,3.945652174,24.05292151,6.971950325,51.23269361
147.1875,49.77900379,-0.317051551,-0.140388307,84.88461538,88.76494682,0.109116969,-1.944969025
112.8046875,45.75479118,0.540709323,0.746627981,3.154682274,19.84194199,8.779148093,87.6761485
103.109375,47.52963457,0.446696951,0.321296594,5.109531773,29.07634184,6.107364648,38.22991007
112.5390625,47.18711131,0.129595466,-0.126275519,2.31187291,18.8612845,8.90862045,84.42433287
118.5703125,44.8130986,0.224010273,0.011623829,1.977424749,15.51287065,9.4969953,105.4994066
116.2109375,44.34975556,0.176215304,0.221383066,2.06270903,12.89591393,10.3016424,149.8065882
162.921875,62.88638184,-1.120766883,0.258462083,168.0025084,46.41261967,-1.870487715,4.584460114
109.1328125,44.06500367,-0.054807164,0.162567398,4.623745819,23.52268324,6.491085125,46.55751502
88.9140625,34.93745021,0.903578097,3.025050807,2.95819398,18.80150473,7.994099334,75.65784031
115.0078125,49.01809234,0.04870751,-0.232283613,1.327759197,14.82956457,12.22364552,158.3888374
108.859375,46.74912004,0.395363798,0.282054589,4.532608696,24.36500808,6.336962673,44.01698202
99.6796875,44.75260705,0.331855864,0.169071803,1.77173913,12.87535708,11.91994389,177.5985156
98.09375,45.02801862,0.701252502,1.276271362,2.549331104,20.20716473,8.859938231,82.98623672
91.3359375,44.38596297,0.518445463,0.843901202,2.185618729,12.7549188,10.45815453,157.4779102
138.2421875,46.26211769,0.0371977,0.120369771,3.616220736,17.95513838,6.532528787,53.89829685
124.5390625,49.30753339,0.075790128,-0.409286027,0.992474916,12.80941244,15.06856645,247.5729763
112.765625,47.70686605,0.004560416,0.248862534,2.484113712,15.8313831,8.934972564,98.05899092
102.0546875,43.46807532,0.413108595,1.224647907,2.928929766,20.56759309,7.908210363,67.39873043
134.9921875,49.3592532,0.010322145,-0.433122111,1.511705686,15.74017813,12.09252647,157.5978538
140.5625,55.68378214,-0.234571412,-0.699648398,3.199832776,19.11042633,7.975531794,74.24222492
123.5859375,46.92739194,0.220894172,-0.138663472,1.091973244,10.56932375,15.58596639,311.1601649
122.9765625,48.27710781,-0.02716033,-0.080097751,5.120401338,28.76348981,5.867339404,34.48427747
109.1640625,48.31339381,0.410791543,0.224934584,2.682274247,17.15118843,7.920423264,74.46179408
92.1640625,38.0613767,0.34026849,1.531934364,4.365384615,26.14561307,7.223479955,55.93008298
32.8671875,44.12524276,2.532312287,6.453996205,94.65301003,79.13740115,0.576738892,-0.956042923
93.359375,44.90888943,0.582497043,0.598259241,1.825250836,12.34646434,11.45502604,177.6668327
151.1015625,44.44305342,-0.211364113,0.493050634,8.283444816,32.78526609,4.733530365,23.36605269
133.8125,48.11830311,-0.103909928,0.145506263,55.27424749,73.51381486,0.843659985,-0.78513082
25.6796875,29.9752329,6.935822553,50.08672082,16.84866221,46.49274054,3.325767809,10.97139756
88.5078125,45.57600042,1.200520328,2.683833167,7.737458194,36.24080511,4.826975833,22.50866141
100.75,41.21854862,0.579078965,0.750570744,2.959866221,21.12540343,7.771360865,63.8027541
139.609375,54.85139503,-0.153129263,-0.249245838,3.301003344,18.63421079,7.913619277,73.9338221
107.3984375,42.82291659,0.335427593,0.46985519,3.276755853,21.87463127,7.710424503,63.85001877
105.40625,48.10574899,0.15810992,0.011481397,3.408862876,20.80630263,8.208134954,75.05309558
135.5703125,39.39913617,0.103570182,1.557433505,8.164715719,30.05138508,4.023830074,16.98888422
143.8984375,48.16748771,-0.20183785,-0.100719016,3.826086957,26.25845661,7.193332526,52.72924212
107.3828125,47.81803417,0.14203765,0.130675251,0.91638796,9.469615147,18.68119888,448.8676143
127.7265625,38.11694891,-0.031203018,0.993090585,4.50083612,26.04939672,6.308897455,41.53304933
88.9921875,41.04541998,1.06661552,3.089901423,9.429765886,36.4196681,3.985459401,15.29797093
84.8671875,41.23434762,0.560041925,1.034741525,1.134615385,10.34785159,15.20352116,317.6223704
108.46875,44.3002782,0.234723106,0.737700059,1.494983278,12.32635137,12.45407404,196.2993971
108.3671875,51.24007085,0.308468734,0.023256431,2.346153846,13.81079422,9.703320942,130.026488
101.5078125,44.14818727,0.386178912,0.425280309,5.118729097,26.47200106,5.856931742,36.92804448
114.9140625,47.50444508,-0.012294896,0.139945717,7.627926421,32.82001474,4.657783794,21.93749538
81.0390625,40.76617822,0.558548262,1.420701427,2.510869565,15.02491962,8.571964569,95.86477076
130.8984375,52.55099307,-0.061827667,-0.309242141,3.286789298,17.36521509,7.783492841,75.97670745
131.5234375,41.843265,0.038342667,0.667605622,2.903010033,16.0849737,7.996095479,82.23850775
109.53125,49.9454292,-0.059247063,-0.162477433,3.842809365,21.80255823,7.292581132,59.30946925
55.953125,41.07479066,2.547778343,8.074386621,46.8770903,68.08017684,1.375718846,0.965702458
97.890625,48.27674686,0.240046107,0.191885635,6.790133779,33.23721777,5.594823043,31.69347597
130.8046875,45.93610688,-0.02122311,-0.118586736,3.893812709,19.92241461,6.895456365,55.96095373
119.53125,45.43641462,0.106581482,0.447991732,4.587792642,22.35790848,5.784374622,38.06441395
117.265625,50.14813749,0.233555962,0.119018293,19.48327759,55.80122289,2.686855975,5.657202428
127.3359375,42.5867272,0.028070624,0.45927186,5.717391304,31.07476256,5.755802604,32.98770653
111.59375,41.09771844,0.32749196,1.28591041,0.607859532,10.49116072,19.87966138,424.8304342
117.875,39.5316329,0.354679452,0.605820084,2.189799331,17.50838107,9.344347963,95.57442295
99.515625,43.98667845,0.468152535,0.439287517,2.316053512,14.64788877,9.637235147,116.6782256
132.6171875,49.25636398,-0.16005845,-0.146917248,7.79264214,36.10786719,4.660461827,20.70597985
129.1796875,54.34689411,0.171408019,-0.648985272,84.01588629,73.11427978,-0.236250572,-1.843199739
65.4453125,38.90429134,2.174877463,7.020934668,36.60117057,69.39530238,1.639501129,1.190621873
118.078125,54.16794044,0.157460214,-0.302446437,3.165551839,16.97921267,7.297335564,67.94622211
118.1640625,47.74358225,0.370466853,0.279338578,0.568561873,8.856312013,22.50610458,591.9641841
96.4140625,35.04272556,0.361015398,2.391446134,1.319397993,12.87728257,12.67390134,187.3686969
126.890625,45.66936788,0.097719465,0.03574724,1.779264214,13.76874599,10.66464748,143.026532
115.9609375,49.69790022,0.119668227,0.128877489,1.536789298,15.57722646,12.19897197,163.5490188
100.3125,48.39239836,0.714820815,0.683509991,2.263377926,18.16396972,9.967299161,107.6512161
111.6328125,47.92064911,0.026358396,-0.076191723,1.87458194,17.0169399,10.209025,112.2376687
137.828125,47.7156469,-0.049543164,-0.238611658,2.273411371,14.48109119,9.693807826,119.7810388
134.671875,43.47702507,0.032743071,0.40106799,3.098662207,17.79961758,8.325181874,85.24452024
140.8984375,51.86744521,-0.167580943,-0.373832116,3.244983278,20.44319195,8.2537076,76.73546537
118.0703125,49.03604917,0.254973733,-0.135334046,1.531772575,14.12887981,12.31463257,174.433706
110.90625,64.33317057,0.12676695,-0.824767754,4.510033445,23.9257645,6.558513588,47.08933348
104.875,35.41097994,0.393583592,1.818578709,1.891304348,12.15396867,11.64035612,187.4316836
52.3046875,36.17374708,2.635561296,10.13713674,39.06270903,66.3636247,1.515008297,1.010958626
103.1875,46.11953728,0.308426414,0.667852417,1.836956522,14.64334081,10.87319656,139.3046073
128.7109375,49.53047552,0.142331711,-0.329165822,2.795986622,16.13276389,7.989077693,80.68869991
109.1640625,51.34150023,0.168365859,-0.309716972,2.762541806,15.7585397,8.905160015,100.9023955
76.9453125,39.99673983,2.180057856,6.701225373,35.3729097,62.64764289,1.833560009,2.580722771
127.4921875,47.83108235,0.421944377,0.269330993,12.2173913,43.19855262,3.566984403,11.57842214
108.0703125,37.92657042,0.620153085,1.82553388,1.307692308,14.94971418,12.35387217,161.71562
117.015625,45.20854185,0.223909377,0.151190813,7.68729097,35.20001433,4.67815654,21.10775485
145.6640625,42.56452406,0.03717625,0.823630849,5.010869565,27.47301593,5.788816723,33.99561954
108.453125,48.03235553,0.322747422,0.236921215,2.064381271,18.55120462,10.58132328,121.8257047
108.453125,45.07387328,0.180826974,0.181119632,4.182274247,23.45229742,6.852450171,51.02279865
122.0,54.99815338,0.096095892,-0.354852536,2.183946488,14.68161353,10.25911824,129.257249
123.1875,55.0140252,0.023551009,-0.550702297,104.4272575,63.87408359,-0.940688785,-0.899902115
107.0625,39.65845394,0.508954041,1.378782975,2.449832776,19.91671602,8.750314935,79.81993116
97.0234375,38.7026858,0.512951274,1.788842704,2.587792642,19.70967756,8.50424757,77.38205479
96.9921875,43.46918738,0.41344419,0.462258393,41.22324415,80.30930692,1.491250958,0.362318732
85.7109375,45.40480294,1.2201989,1.609737062,112.1655518,91.14366816,-0.194801973,-1.707559255
103.5234375,45.72573893,0.3365333,0.520557925,11.28929766,39.11645317,3.509139254,11.50397981
91.8046875,39.61179957,0.523126231,1.431355729,1.822742475,16.4717865,10.76878467,129.8347861
84.734375,34.2110829,0.619120779,3.461153164,2.116220736,17.98719457,9.522256583,97.09108468
130.9453125,45.90501549,0.309895927,0.346124994,4.851170569,24.19070533,6.438710913,46.41722552
110.078125,50.8617319,0.266669313,-0.352484187,1.717391304,13.20359224,11.12196379,156.2184695
130.6328125,49.37798584,-0.03573284,-0.231934551,4.335284281,21.95115723,6.030781946,41.60352902
136.4765625,56.42596987,0.04465749,-0.518295883,3.822742475,24.73221839,7.096823244,52.26849122
127.796875,48.5422431,0.051439826,0.044903631,0.385451505,8.680279174,25.45812172,687.5168938
110.3515625,34.45617457,0.163439455,1.917522016,0.828595318,10.55214247,16.71590506,333.0563403
111.59375,44.50376345,0.582978235,1.501295746,12.77508361,46.11078431,3.650105151,12.21848273
90.4765625,43.94704997,0.775683637,1.416522899,4.168896321,23.08273405,6.379906015,45.20605901
113.109375,50.18594088,-0.065818006,-0.430470386,10.55602007,41.73510235,3.992532951,14.83527318
124.2265625,56.57174853,-0.017095493,-0.564189253,3.504180602,22.47162795,7.52510721,60.20340071
85.234375,36.34910684,0.783194875,2.597287723,1.732441472,15.16443817,10.17268739,118.2813897
142.2421875,58.18837219,-0.258324648,-0.467257437,68.82190635,86.24383583,0.587272528,-1.428443443
112.3125,44.83176016,0.270824203,0.561245838,1.219063545,11.59664225,13.46452119,230.0604267
116.8984375,57.67945364,0.137813196,-0.411988032,3.990802676,22.33813758,6.886695547,52.79916652
114.5703125,47.17068137,0.508180805,0.543763996,1.56187291,16.08610873,11.21768179,132.6892305
112.765625,47.82822199,0.632487749,0.254354993,1.766722408,13.307274,10.58392149,143.8947196
119.6796875,48.32764698,0.177270559,-0.184385587,1.702341137,15.72181965,10.91346844,133.5666912
99.4296875,42.05923717,0.215800577,0.892927511,1.391304348,13.4265271,12.36995453,176.1355978
110.7890625,51.93124245,0.1791768,-0.494975109,1.272575251,13.44396087,13.29719188,203.9807519
129.8515625,51.11737257,-0.083269388,-0.246572167,4.867892977,26.03083981,6.520077376,45.8464105
123.859375,50.6531919,-0.070258904,-0.352481663,2.33361204,13.51030478,9.641643822,129.4053249
114.2265625,44.60174724,0.214542224,0.871556231,0.932274247,9.947164527,17.17031136,378.8444035
112.515625,44.44430932,0.540273103,0.959405877,6.039297659,33.54150767,5.797740083,33.38054785
126.65625,50.43721925,0.00784062,-0.403674321,2.201505017,14.91863208,9.637777721,115.0719683
107.828125,55.5721813,0.37403841,-0.29901511,2.225752508,14.19362777,9.715265023,124.7167749
133.328125,60.58273132,-0.107483693,-0.592756119,5.537625418,29.25872518,5.791663856,34.15883285
111.4921875,41.53029694,0.243772712,1.045304882,3.102842809,17.6826907,7.843392095,74.58297788
113.984375,38.0536185,0.313669415,1.117792921,1.615384615,15.60258632,10.89179026,128.8166376
91.953125,46.39030397,0.443576302,0.524338903,2.764214047,19.59117072,8.416524292,76.96434128
110.625,47.57773245,0.445925347,0.280739631,7.132107023,34.76232159,5.149891546,26.39747056
134.1796875,49.94488112,-0.052500161,-0.48446845,21.37625418,55.44373059,2.365049021,3.97946517
162.9375,44.31029614,-0.305366718,0.462782355,1.838628763,13.08282898,10.7244813,151.3173967
138.3359375,49.46246641,-0.258911397,0.116349104,30.66220736,67.90121398,2.017195826,2.5054861
14.890625,30.61664028,6.169028053,39.26874638,118.1237458,62.87211423,0.688760377,-0.428872196
127.359375,60.01597891,-0.111431225,-0.749947946,2.192307692,13.80089454,10.50285907,145.5846488
112.890625,37.61757285,0.337298596,1.51997248,3.523411371,21.73530227,7.092199837,55.14196156
72.046875,36.60811458,1.082411862,3.633924941,4.261705686,21.47552636,6.304932713,45.04906007
100.734375,48.4375378,0.516159983,0.257655614,2.534280936,14.57174599,8.84376512,106.2480299
95.765625,43.60609984,0.900140778,1.57913225,1.489966555,16.50293578,11.9329675,148.1495697
125.421875,51.55270504,-0.222883196,-0.068035349,2.595317726,20.85641576,8.675831174,78.18951554
130.5703125,48.43966666,-0.009055235,0.046560689,1.910535117,13.78560842,10.3010533,134.9605899
80.140625,34.42626504,1.697879018,6.213363906,7.822742475,38.34193567,5.048003598,24.8022771
126.9921875,47.52786947,0.130674338,0.294683147,1.576086957,12.74545221,12.1765961,184.3163304
138.9765625,45.77005449,-0.003719429,0.334451282,3.218227425,22.13798402,7.638368294,62.03858639
122.875,43.8587933,0.1788842,0.169964047,4.025083612,22.16405176,7.24025453,58.53940783
95.2109375,42.77094742,0.348347172,1.368684573,3.870401338,23.07594181,6.712358644,48.21341935
126.4140625,50.79378151,-0.214395746,-0.021389706,3.409698997,22.95369862,7.723230903,62.7161395
145.25,69.81594105,-0.546115852,-1.16179845,194.2215719,47.99632688,-1.878412834,3.390716307
29.3828125,38.10821784,3.81110819,15.34556068,129.8971572,66.80172298,0.270565421,-1.02175703
95.9296875,40.24324159,0.341094442,1.128981669,3.752508361,24.6445762,7.03406364,50.63518285
139.4453125,53.82912905,-0.21546245,-0.450938067,153.9598662,89.57815515,-0.868429139,-0.895788613
87.15625,50.25317737,2.042072556,4.229606064,55.36538462,49.63494938,1.165437686,1.920774268
130.28125,45.27087528,0.095718053,0.605471326,6.77173913,33.76245818,5.258854963,27.48059141
97.609375,39.6009853,0.305397281,1.403402411,5.632943144,29.99194237,5.738389093,33.66772366
113.9140625,52.76851383,0.089725724,-0.526481549,1.343645485,13.17085315,12.78140618,192.774195
118.6015625,39.86997222,0.436372847,1.409687958,2.929765886,16.48552878,7.865252221,77.99822869
149.5234375,56.73595157,-0.413414383,-0.444905174,172.3227425,58.95576414,-2.083589644,3.220838157
29.6875,29.2907702,5.166467548,32.24540555,19.28344482,49.85474647,3.045731387,8.938013716
131.953125,51.11290495,0.007998524,-0.136929052,2.735785953,20.97953511,8.387715201,74.17504166
109.7890625,49.63974157,0.240458562,-0.08960456,10.64214047,38.11815854,3.620933312,12.26001162
98.1171875,47.24249628,0.507692023,0.477660215,1.412207358,14.91373696,12.08265401,158.9768746
90.578125,44.84898434,0.41387256,0.49722915,2.487458194,15.72774246,9.131814588,103.2643745
88.25,39.04604653,0.57152249,1.47049275,4.650501672,25.66972355,6.217865152,40.9873884
123.046875,55.85288424,0.070857294,-0.472432081,4.911371237,33.00208524,6.594466352,41.6548435
122.65625,51.11421608,0.08964345,-0.244208706,2.316053512,14.83162275,9.348372274,110.6686823
116.046875,43.67383717,0.330900355,0.308270293,3.107023411,20.45686998,7.857741648,69.30992965
87.2421875,36.10547615,0.457076926,2.797381309,0.809364548,12.04883233,16.26129078,282.1772404
121.578125,36.19837043,-0.054732889,1.919364596,20.0735786,53.62945396,2.613956333,5.547658911
95.859375,33.11786111,0.653384063,3.300609237,1.168060201,14.20799918,13.75126761,201.9165851
109.875,46.74665763,0.157274165,-0.027049271,1.846153846,14.7522373,11.34845777,150.1584635
111.796875,46.61668146,0.145050033,0.434831728,3.413879599,16.71440534,7.384668903,73.19235095
80.1640625,39.65274607,0.86231416,2.061727083,2.071906355,17.86651115,9.888736388,105.0186225
97.7890625,39.98156848,0.777692087,1.885981944,0.931438127,12.86833173,15.6564669,261.4067834
111.5703125,54.35267984,0.33606705,-0.347874565,1.483277592,11.7723908,12.49150564,210.0526005
111.15625,45.56116039,0.16952804,0.354618135,5.755016722,31.51152069,5.785991886,33.37768419
121.3515625,52.64616407,0.130486685,-0.382943192,1.99916388,15.36928373,10.04565597,118.5777446
110.390625,44.59859765,0.174433023,0.624592385,1.301003344,14.23417501,12.71395706,177.9645897
107.1953125,36.3481556,0.654533512,2.941114165,1.051003344,11.4011635,14.54451175,258.2200493
110.5703125,38.49425355,0.472296355,1.855445652,2.329431438,19.79692478,8.961433668,82.59031688
138.1796875,47.84846419,-0.131220122,-0.027433753,6.069397993,31.55312503,5.34106761,28.11148653
49.7890625,38.84417032,3.649763161,15.683403,62.37458194,75.46284268,1.122186535,0.071989998
105.90625,51.10061116,0.402223642,-0.097416657,1.894648829,16.39445634,10.50425502,123.7453372
114.5625,49.04283045,0.152839394,-0.142159375,2.798494983,15.88978651,8.173612961,86.10970958
115.6015625,45.29147613,-0.122437959,0.15706958,40.8770903,76.91356468,1.370946915,-0.063389428
95.3125,38.00056537,0.567497857,1.742639341,3.647157191,20.19162175,6.949442739,56.15759513
121.1953125,51.80689182,0.335343102,0.080414818,6.217391304,28.64182394,5.648691522,35.07835956
98.3125,47.7918256,0.353420536,0.234491537,0.922240803,11.46004286,16.46362891,308.9553878
113.4765625,55.27883366,0.10637962,-0.221441311,2.023411371,15.4757158,9.318800753,101.7236687
142.1875,50.52300683,-0.023453554,-0.385203339,1.37458194,12.68621125,13.89036751,224.5392954
149.71875,59.70970627,-0.756144416,-0.266450182,6.419732441,34.96055224,5.531293373,29.48535514
121.8671875,51.17133766,0.146216447,-0.309888346,0.630434783,9.489593498,20.25711163,475.7682506
109.9375,47.36390866,0.396040051,0.355871153,3.132107023,20.68495016,8.315037834,76.53046479
89.96875,41.19180317,0.567477926,0.817255547,1.652173913,15.63690495,11.28031198,141.4058871
119.203125,59.21403964,0.173684399,-0.509824508,3.827759197,22.43423161,7.173969382,57.6652852
144.453125,52.15869106,-0.311328867,-0.289645347,1.081103679,13.22550531,15.30033692,261.1072275
18.8515625,35.76968205,5.190658282,27.66574162,63.01755853,65.77357171,0.901415515,0.080799131
114.515625,50.40476546,0.103819778,-0.461436266,5.29264214,24.55141992,5.425774383,33.86482244
124.9453125,45.11501077,0.133875024,0.291070084,10.5493311,40.74646392,4.048411406,15.93342465
136.265625,52.39565291,-0.078088244,-0.402887565,2.493311037,15.51072955,9.567822923,114.8522112
143.3515625,49.05076927,-0.165023786,0.095462657,2.372909699,13.59771038,9.295199662,122.462916
113.3359375,52.30354274,0.168922513,-0.628530945,4.128762542,26.7006534,6.687921624,44.8819509
137.0859375,51.35949087,0.004315666,-0.139897478,1.691471572,11.53318438,12.52337909,219.5388777
116.515625,49.3202203,0.157648749,-0.129476736,2.884615385,18.6473181,8.119596923,75.13682982
156.546875,49.32970381,-0.389647686,0.05683807,15.17140468,45.89478171,2.91474162,7.193624028
105.703125,42.14435004,0.143993043,0.5058978,0.581939799,10.61979638,19.65941814,405.6895913
118.1796875,42.1767919,0.031217648,0.580141573,1.95735786,15.19485548,10.55009872,132.5737756
114.03125,51.63936506,0.059077453,-0.432000809,3.918060201,19.97042064,6.243679113,45.74632216
108.015625,53.06761377,0.194183093,-0.080392506,4.356187291,25.76700115,6.770801975,48.90787041
119.21875,50.33713489,0.180508187,-0.172513489,2.971571906,16.0305163,7.772458766,79.40887374
12.203125,31.2170725,5.926254772,36.8500351,98.86789298,77.91638134,0.156919399,-1.081045933
89.4921875,41.85559179,0.595061216,1.391204374,1.637123746,13.41299574,11.69029564,166.1782413
131.0859375,46.83448705,0.031806253,-0.085944799,9.183946488,38.9670937,4.37282112,18.20432552
106.109375,43.75932657,0.188486211,0.11709634,3.081939799,21.14553745,7.555608983,60.63057986
139.1796875,44.75967661,-0.192681569,0.336618051,3.494983278,18.20275462,7.22563113,63.44861505
150.484375,49.9493469,-0.050743116,-0.229116179,1.382943144,13.40420652,13.81955556,224.935583
91.84375,40.69003208,0.41715822,1.612388111,3.301839465,18.84117822,7.73764404,70.66591673
85.0234375,39.78466744,0.544760538,1.451091464,1.676421405,12.2118211,11.42845765,179.0176368
102.84375,47.44889315,0.817369565,0.575449851,14.9632107,46.42127854,3.068199317,8.16513331
146.15625,49.39421106,0.011323372,-0.067177581,2.160535117,17.94685524,9.683135996,101.477956
132.375,47.95130994,0.09553792,-0.081961962,2.719899666,21.86506901,9.165629468,89.12398323
109.046875,52.42477637,0.540465935,-0.353490955,4.248327759,25.51423051,6.351599706,41.11984892
114.046875,51.37999662,0.070584787,-0.390970697,2.933110368,21.07544675,8.274055422,72.87684789
85.78125,42.70372816,0.76401108,1.562475425,2.331939799,13.50947951,9.239699914,123.0334155
123.5390625,59.32364916,0.00973176,-0.969364623,29.07859532,65.77938076,1.955314191,2.118895901
107.6640625,44.46246263,0.296045688,0.227765302,6.2909699,33.51287306,5.536014446,30.24511654
103.8125,44.55083999,0.196478353,0.293436215,3.998327759,22.84552598,7.180365659,56.60122503
117.8671875,61.86469246,0.484945313,-0.467291504,150.1538462,80.91702516,-0.95108566,-0.463280145
